index,w_out,w_effective,LCOH
4439,389.18877265879377,387.58836081444747,0.16243495543608077
4442,301.3626354174003,315.72052000028816,0.14061936368800917
4443,2377.725033789083,2378.972280980566,0.0186620159388274
4444,1198.795655819744,1183.0642856225677,0.03752663246217853
4445,4543.2121413144105,4499.010467341273,0.013993721191238711
4446,2954.4007573312697,2949.600585071134,0.018342475309742107
4447,2591.0129537731036,2589.7628469910555,0.017143044073425626
4448,5413.213078158685,5174.475531659006,0.009023777827697536
4449,4318.037290225683,4198.553485606101,0.01112128682714812
4450,5418.766128585459,5179.258373687729,0.00901544472269713
4451,5666.671481892706,5390.81492080746,0.008661643602773517
4452,5390.141446111591,5154.583753372409,0.009058601005755054
4453,8103.035670415168,7967.564335094409,0.005860425546472186
4454,5575.669647683136,5313.669785625712,0.008977857267399731
4455,4818.17239244205,4651.886096689387,0.00810277193069414
4456,7326.5996529873655,7228.239532886199,0.005340949459161435
4457,5257.12762822131,5229.411322049644,0.007382410685707266
4458,5055.999893964146,5033.083537981312,0.007670379744847619
4459,5297.416353589647,5268.698855338785,0.007327361666294258
4460,4047.861973300503,3949.311221575087,0.009775289881677373
4461,5090.174854440724,5066.447168454384,0.007439764165258258
